[139/15000][epoch 16] Loss_D: -10.974133; Loss_G: -4.369546; Batch time: 1.136045s; Full time: 0.046636h
[140/15000][epoch 16] Loss_D: -10.872562; Loss_G: -4.366640; Batch time: 1.133335s; Full time: 0.047024h
[141/15000][epoch 16] Loss_D: -11.156603; Loss_G: -2.396856; Batch time: 1.133623s; Full time: 0.047339h
[142/15000][epoch 17] Loss_D: -11.230797; Loss_G: -8.084853; Batch time: 1.160596s; Full time: 0.047661h
[143/15000][epoch 17] Loss_D: -11.227791; Loss_G: -4.055569; Batch time: 1.126634s; Full time: 0.047974h
[144/15000][epoch 17] Loss_D: -11.105958; Loss_G: -0.528740; Batch time: 1.133663s; Full time: 0.048289h
[145/15000][epoch 17] Loss_D: -11.264595; Loss_G: -3.293681; Batch time: 1.134817s; Full time: 0.048604h
[146/15000][epoch 17] Loss_D: -10.933599; Loss_G: 1.792603; Batch time: 1.141989s; Full time: 0.048922h
[147/15000][epoch 17] Loss_D: -11.164923; Loss_G: -4.010066; Batch time: 1.134140s; Full time: 0.049237h
[148/15000][epoch 17] Loss_D: -11.110113; Loss_G: 1.510640; Batch time: 1.132773s; Full time: 0.049551h
[149/15000][epoch 17] Loss_D: -10.341244; Loss_G: -11.017734; Batch time: 1.131466s; Full time: 0.049866h
[150/15000][epoch 17] Loss_D: -10.691951; Loss_G: -2.913432; Batch time: 1.126160s; Full time: 0.050243h
[151/15000][epoch 18] Loss_D: -10.607237; Loss_G: -4.370543; Batch time: 1.169911s; Full time: 0.050568h
[152/15000][epoch 18] Loss_D: -10.580206; Loss_G: -2.263561; Batch time: 1.152357s; Full time: 0.050888h
[153/15000][epoch 18] Loss_D: -11.072504; Loss_G: -1.004718; Batch time: 1.135341s; Full time: 0.051204h
[154/15000][epoch 18] Loss_D: -10.546537; Loss_G: -3.111076; Batch time: 1.139482s; Full time: 0.051520h
[155/15000][epoch 18] Loss_D: -9.864958; Loss_G: -5.749530; Batch time: 1.128234s; Full time: 0.051834h
[156/15000][epoch 18] Loss_D: -10.282522; Loss_G: -0.733941; Batch time: 1.124911s; Full time: 0.052146h
[157/15000][epoch 18] Loss_D: -10.605000; Loss_G: -1.206327; Batch time: 1.135742s; Full time: 0.052462h
[158/15000][epoch 18] Loss_D: -9.933919; Loss_G: -0.346515; Batch time: 1.124605s; Full time: 0.052774h
[159/15000][epoch 19] Loss_D: -10.001225; Loss_G: -4.274124; Batch time: 1.150717s; Full time: 0.053094h
[160/15000][epoch 19] Loss_D: -10.243194; Loss_G: 2.452872; Batch time: 1.121792s; Full time: 0.053477h
[161/15000][epoch 19] Loss_D: -9.906358; Loss_G: -2.019081; Batch time: 1.129888s; Full time: 0.053791h
[162/15000][epoch 19] Loss_D: -8.858612; Loss_G: -6.514675; Batch time: 1.137488s; Full time: 0.054107h
[163/15000][epoch 19] Loss_D: -10.354286; Loss_G: 1.345876; Batch time: 1.128690s; Full time: 0.054421h
